story_id,story_title,story_content,grade_level
d6adce70-07a0-11ed-a180-b17beff2801b,Pet Time At School,"We look at pet books at school. We tell what pets we have at home. We have cats, dogs, rabbits, and fish. Some kids have ants or snakes too. Soon it will be Pet Time at school. Would you like to bring your pet? Pet Time will start at noon. Maxwell brought his six fish. He bought his wet pets in a pet shop. Could we feed Maxwell's fish? Ying Lee brought a cute black rabbit. What food do rabbits like to munch? Rabbits munch shreds of fresh greens. We wish this rabbit was the class pet. I thought cats and dogs fought. But Shane's pets are good friends. Would you like to feed Shane's cat? His cat likes shrimp for lunch! Should Jill bring her snake to school? Yes, it's fine. Jill's pet snake can do no harm. She'll keep it in the box. We don't want to look for a lost snake! Jill keeps Jake the snake safe inside. She's glad that the kids are safe too. The pets should go home soon. School was as much fun as the zoo!",1
4b321910-e4a3-11ed-b492-db8136a8e0a5,Inside the Academy Museum of Motion Pictures (Chapter Two),"The museum features numerous exhibits that include artifacts from classic Hollywood films, rare footage, and interactive installations. Some notable exhibits include the famous ruby slippers from The Wizard of Oz, the animatronic shark from Jaws, and original droids from Star Wars. An exhibit allows museum patrons to lay on a patch of grass and watch the clouds go by, immersing themselves in a cozy story world. These exhibits are not just celebratory, though. There is also a clear expression of the full history of the film industry, even the less glamorous aspects. Like many industries or workplaces, the world of filmmaking has a complex political system and a history of discrimination. The Academy has been called out for having an advisory board that does not represent the wider industry, for example. Previously, it remained majority white and male. However, it now reflects the industry more accurately by including people of color and a higher percentage of women. Historically, the treatment of actors, actresses, and set workers has been unsettling. The museum does not shy away from telling these stories. With their upper hand, executives were able to manipulate and mistreat the artists who worked on classic films. Now, there is an awareness of the industry's darker moments in history, which continues to spur accountability. The museum aids in sharing these stories to better educate the public and ignite change within the industry.",6
4f8e5630-fe92-11ea-a988-d712aaef959f,High in the Sky,"An eagle flies high in the sky. It is looking for food to eat. Can an eagle smell a fish as it flies high in the sky? No, an eagle cannot smell a fish from high in the sky. An eagle uses its eyes to find food to eat. It can see the fish.",1
cb8d1ae0-2f31-11ef-aee4-f3a5677b5cb1,How Robin Hood Met Little John (Chapter One),"Every once in a while, it takes a legendary outlaw to teach lessons about fairness, generosity, bravery, and friendship. Robin Hood and his band of merry men roamed the forests of Sherwood in Nottinghamshire and Barnsdale in Yorkshire. This was during the days when King Richard the Lionhearted was away fighting in the Crusades, and the cunning, greedy Prince John ruled in his absence. In this story, good sportsmanship, grace in victory, and humor in defeat make a good friendship. One day, Robin Hood was traveling through the forest of Barnsdale when he came to a wide stream crossed by a narrow wooden bridge. It was wide enough for only one person to cross at a time and had no railing. Robin had walked a few feet along it when a tall man appeared on the other side and also began to cross. They stopped and frowned at each other when they were about ten feet apart. ""Where are your manners?"" Robin called. ""I was already on the bridge before you stepped on it. Go back!"" ""Go back yourself, acornhead,"" the tall man replied. ""The smaller person should always yield to the bigger one."" ""You're a stranger here,"" said Robin. ""Your rude words show it. But I'll teach you a lesson if you don't step aside and let me pass."" With that, he took up his bow and drew an arrow. The tall man, with a half angry, half amused look, glanced at it. ""If this is how you teach here,"" he said, ""it is a cowardly lesson. Here you are, ready to shoot a man who has only a walking stick for a weapon.""",4
64b34479-94a6-4b64-8693-5422208c1816,The Five Days That Changed History: When Barons Cornered a King,"The meadow at Runnymede stretched green beside the Thames River in June 1215. The air felt thick with tension. King John of England sat across from twenty five of his most powerful barons. These men controlled vast lands and commanded thousands of knights. This wasn't an ordinary meeting. This was a showdown that would reshape how rulers and subjects related forever. For months, the barons had grown angry with their monarch. John had demanded crushing taxes to fund his failed wars in France. He had seized their lands without trial. He had imprisoned their relatives without cause. He had ignored every tradition that had governed English kings before him. The barons had reached their limit. They had captured London and now held the upper hand in this negotiation. The king faced a terrible choice. He could refuse their demands and watch his kingdom tear apart in civil war. Or he could agree to something no English ruler had ever accepted: written limits on royal power. For five long days, the two sides worked out the details of what would become the Magna Carta, or ""Great Charter."" The barons presented their demands carefully. They said the king could no longer imprison free men without a proper trial by their peers. They demanded that he stop seizing property without following the law. Most shocking of all, they required that even the monarch himself must obey the rules. This idea challenged the very foundation of medieval kingship. John's advisors whispered in his ear during breaks. Some urged him to fight rather than give up his absolute power. Others warned that his treasury was empty and his army unreliable. The barons stayed united. They had spent months preparing for this moment. They had talked with church leaders and legal scholars to make sure their demands had solid foundations. The negotiation showed a big shift in how people thought about power and justice. For centuries, kings had claimed to rule by divine right. They answered only to God. The barons weren't challenging John's right to be king. But they were saying that his power had boundaries. They argued that law should stand above personal whim, even royal whim. On June fifteen, 1215, King John finally pressed his royal seal into the wax. This would bind him to the charter. The document had sixty three clauses. These addressed everything from tax collection to the rights of merchants. Clause thirty nine became very important: ""No free man shall be seized or imprisoned... except by the lawful judgment of his equals or by the law of the land."" What happened next proved difficult. John almost right away began looking for ways to break his promises. Civil war broke out within months. The king died the following year, still fighting his barons. But the precedent had been set. Future rulers would face the Magna Carta's principles again and again. Subjects would demand that their leaders respect legal boundaries. The five days at Runnymede had planted a seed. This seed would grow into constitutional government. It would influence legal systems across the world. The idea that law could limit power took root. The idea that rulers must follow rules took root. The idea that people deserved protection from unfair authority took root. All of this happened in a meadow beside an English river, changing human governance forever.",7
6a055525-2e6a-4960-b82d-4fa07d5e0850,Spanish Navigators,"The Portuguese were not the only Europeans exploring the oceans in the 1400s CE. Christopher Columbus was an Italian sailor who believed he could find a new way to get to Cathay. He hoped to secure some of its wealth through trade. Rather than sailing east, Columbus thought he could sail west from Europe. He asked European leaders for money to test his theory. Columbus eventually got support from King Ferdinand Two and Queen Isabella One of Spain. They were willing to take the risk because if Columbus succeeded, Spain could gain wealth and power and also spread Christianity. In September of 1492 CE, Columbus set off westward from the Canary Islands. According to some who sailed with Columbus, many sailors wept. They were fearful of what lay ahead. After a month on the open ocean without any sign of land, the crew threatened mutiny. Many of the men feared they had traveled so far west that they would never find their way back to Europe. But on October twelve, they landed in the Bahamas and then they went farther. When they arrived at an island called Ayti, Columbus thought he had made it to what was then called the East Indies. He assumed, quite wrongly, that the people he met there were inhabitants of the East Indies. He named this island Hispaniola and referred to its people as Indians. Columbus returned to Spain laden with plundered treasure, enslaved people, and news of his success. This achievement led to more support from his patrons, and Columbus left for another voyage in September 1493 CE. Columbus's second and third voyages confirmed that there were plentiful economic opportunities for Spain in the Americas. Ferdinand and Isabella immediately claimed ownership of all land to the west of a point near Cape Verde. They asked Pope Alexander the Sixth to validate their claim. He did. However, the Portuguese complained strongly. They also had claims in the Americas. Soon, a meeting was held in the city of Tordesillas, in Spain, to divide these territories between the two countries. In reality, neither Spain nor Portugal had any real understanding of the extent of the landmass they were claiming. The Treaty of Tordesillas declared that everything to the west of the line drawn west of the Cape Verde Islands belonged to Spain, while everything to the east belonged to Portugal. The treaty also meant that all other European powers had to seek new ways to settle in the Americas. English, Dutch, and French explorers were not willing to be excluded from the Americas by a line drawn on a map. Because of the Treaty of Tordesillas, the crowns of Spain and Portugal considered themselves the true rulers of the Americas. They used this treaty as justification to conquer and exploit the Americas' peoples and lands. Amerigo Vespucci , an Italian navigator, made several trips across the Atlantic between 1497 and 1504 CE. Vespucci's missions were funded by various sponsors, including the powerful Medici family of Florence, now part of Italy. His writings of his journeys made him one of the most famous explorers of his time. Vespucci's findings helped change Europeans' understanding of the world. They also contributed to greater exploration and colonization of the Americas. Vespucci is credited with being the first to recognize that the lands he explored were not part of Asia. He used the term ""New World"" to describe this place. A German mapmaker was so impressed with Vespucci's writings that he labeled the new continent America on the map he was working on.",5
a77c64e1-d5ac-11ea-8a97-fdfeebb439f1,Knights Day (Part 3),"Delbert tried frantically to pull out his sword. ""I would have had him myself in another minute."" There was a whooshing noise, then a loud bonk as a boomerang struck the enraged dragon on the snout. He fell to the ground with a thud. Edwina rode into view and snatched up her boomerang. Grabbing Edgar's reins, she led horse and rider to safety just as the dragon started to awaken. ""Thank you,"" said Delbert. ""I would have had him myself in another minute."" Edwina waved and rode away. The day was nearly over. Just as the sun was setting behind the hills, Delbert heard cries coming from the river. A child was bobbing in the water, shouting, ""I can't swim!"" Delbert leaped into the water feet first, holding his nose. It wasn't until he found himself floundering helplessly that he remembered he couldn't swim either. Sir Baldric crashed out of the bushes, tied a cork tipped arrow to a rope, and shot it across the treacherous waters. The child grabbed it, and Baldric pulled him ashore. Meanwhile, the current carried Delbert downstream. Edwina was standing on a point of land, holding out a long branch to him. Delbert grabbed it and climbed onto the bank. ""You need someone to look out for you."" ""Sir Delbert,"" said Edwina, her eyes twinkling, ""you need someone to look out for you."" Waterlogged, cold, and choking, Delbert looked up at her. ""Maybe you're right,"" he said, coughing. ""Say, would you like to attend the Knights' Day festival with me tomorrow?"" ""I thought you'd never ask,"" said Edwina.",4
20c7e9f0-fb3e-11ed-b761-dd078f0efbf7,Gus is on the Bus,Can he have a dog on the bus? No! Can he have gum on the bus? No! Can he have mud on the bus? No! Can he have a fox on the bus? No! What can Gus have on the bus? Gus can have a nap on the bus!,0
fb3dba10-ab1a-11ee-91a0-050e50f8455f,Dolley Madison Saves the National Pride (Chapter Two),"Here is the letter written by Dolley Madison. Dear Sister, My husband left me yesterday morning to join General Winder. He inquired anxiously whether I had courage or firmness to remain in the President's house until his return tomorrow, or the succeeding day. And on my assurance that I had no fear but for him, and the success of our army, he left, urging me to take care of myself, and of the Cabinet papers, public and private. I have since received two dispatches from him, written with a pencil. The last is alarming because he desires I should be ready at a moment's notice to enter my carriage, and leave the city. He said that the enemy seemed stronger than had at first been reported, and it might happen that they would reach the city with the intention of destroying it. I am accordingly ready. I have pressed as many Cabinet papers into trunks as to fill one carriage. Our private property must be sacrificed, as it is impossible to procure wagons for its transportation. I am determined not to go myself until I see mister Madison is safe, so that he can accompany me, as I hear of much hostility toward him. Disaffection stalks around us. My friends and acquaintances are all gone. French John, a faithful servant, with his usual activity and resolution, offers to spike the cannon at the gate, and lay a train of powder, which would blow up the British, if they enter the house. To this last proposition I positively object, without being able to make him understand why all advantages in war may not be taken.",5
6825f0e0-a5d8-11ee-9d5d-5fd9d52aa5c7,Jack and the Beanstalk (Chapter Three),"Well, Jack was very much frightened, as you can imagine, but he struggled to be brave and make the best of things. ""I am quite ready to serve you,"" he said, ""only I beg you to hide me from your husband, for I should not like to be eaten at all."" ""That's a good boy,"" said the giantess. ""It is lucky you did not scream when you saw me, or he would have heard you and eaten you for supper, as he has done with so many others."" ""Come here, child. Go into my closet. He never looks in there, and you will be safe."" She opened a huge door that stood in the great hall, and shut him in. But the keyhole was so large that it admitted plenty of air, and he could see everything that took place through it. By and by he heard a heavy tramp on the stairs, like the lumbering along of a great cannon, and then a voice like thunder cried out: ""I smell the blood of an Englishman. Be he alive or be he dead, I'll grind his bones to make my bread."" ""Wife,"" cried the giant, ""there is a man in the castle. Let me have him for supper."" ""You have grown old and stupid,"" said the lady in her loud tones. ""You smell only the dinner I have cooked for you. There, sit down and have a good supper."" So the giant sat down at his table. Jack watched him through the keyhole and was amazed to see him swallow a whole roast pig in one bite. Then he drank a whole barrel of ale in one gulp.",4
c9df8bd2-43d3-42bc-8ccc-7b524c92eafd,The Election Of 1800,"John Adams ran for reelection in 1800. Once again, he was opposed by Thomas Jefferson, the leader of the Democratic Republicans. The election of 1800 marked an important moment in the development of political parties. It helped shape the country's political system and paved the way for future elections. The Democratic Republicans were mostly the old Anti Federalists, who had opposed ratifying the US. Constitution without the addition of a Bill of Rights. They believed it was needed to protect individual and states' rights. Adams, on the other hand, remained a Federalist who believed in strong central government. There was plenty of fighting and name calling between the two parties leading up to the election of 1800. Each party had different ideas about what kind of country the United States should be. And the election itself was somewhat confusing and even controversial. As you have read, at that time, the candidate who received the most votes from the Electoral College became president. The runner up then became vice president. However, the results of the 1800 election introduced a new, confusing outcome: Jefferson and his running mate Aaron Burr defeated Adams, but they each received the same number of votes from the Electoral College. This meant that the decision of who should become president moved to the House of Representatives, where members had to vote for a candidate. It took over thirty tries before Jefferson finally won the majority of the votes and became the third president of the United States. Despite all of this confusion, the election ultimately marked the first time in the United States that power was transferred from one political party to another. And it was done peacefully. It also inspired Americans to change the electoral process to avoid similar complications in the future. In 1804, the Twelfth Amendment was added to the Constitution. This amendment stated that instead of casting two votes for president, electors would cast one vote for president and a separate vote for vice president.",7
e5a61a90-96a2-11ed-9122-9b2eaa9adc6f,The Gorilla (Chapter Three),"""It will not be for long. We do not really have an option. She needs help at all hours. She is barely holding on,"" my father said desperately. ""Remember the end of your pregnancy? She is experiencing the same thing."" ""Are you comparing me with a gorilla?"" my mother yelled. And my mother rarely raised her voice. Finally, my dad figured out that he should just be silent. My mother crossed her arms and looked at my father. My brother and I sat down and waited. Then came a knock at the door. When the knock at the door came, we all knew what was probably waiting on the other side. Despite telling my mother that he was asking for her permission to bring home a pregnant gorilla, it was clear my father was already planning to bring the ape home. The zookeepers were standing on the other side of our apartment door with the gorilla. The door was knocked on but nobody in my family moved. After a while, I did the unthinkable. I opened the door for the gorilla. She was laying in the corner of a cage, holding her impossibly large belly and her face seemed to beg for a hug. A handful of zookeepers looked at me and waited for me to open the door. I turned back and looked at my mother. ""She needs us, Mom,"" I told her. My mom wanted to protest but she nodded. The zookeepers wheeled the cage into my bedroom. I would be bunking with my brother for the foreseeable future. My dad hugged my mother and profusely apologized and appreciated my mother's generosity for a gorilla. Lots of movement happened in my room. There was banging and knocking and yelling in directions. After about an hour, all but one zookeeper left. My father put on his stethoscope and gloves and went into my room. My mother, brother, and I sat down to order pizza for dinner.",6
4bb8acd0-0bcd-11ef-8b51-e75b0e5f06f1,"Granny, Please Comb My Hair","You always take your time, You always take such care. You put me to sit on a cushion Between your knees, You rub a little coconut oil, Parting gentle as a breeze. Granny, you have all the time in the world, And when you are finished You always turn my head and say, ""Now, who is a nice girl?""",2
8ca7c074-7e17-427f-9504-f073b37d0645,F Words,fin fun fog fan flag fib fit,0
73346600-d66b-11ea-bbdf-fdfefe954d8b,The Skating Lesson (Part 2),"I plant one foot firmly on the ice, and leaning forward slightly with my arms stretched in front of me, I slowly raise my back foot as high as I can behind me. I steady myself, then wait a moment while some bigger kids whiz by on hockey skates. It's hard to concentrate when people skate so close. Then I say, ""OK, Mom. It's time."" ""I know,"" she says. ""There's really nothing to be afraid of,"" I say. ""I know."" ""Skating alone is no harder than skating with me, Mom. It's not like I'm really holding you up or anything."" She lets out a breath. ""I know."" Then I do what Coach does when he's teaching a new skater. ""Watch my face, Mom,"" I say. ""Not your feet. Now, step."" She takes a baby step. ""Glide. Good. Step. Glide. Step. Glide. That's right. You can do it."" We stay until Mom has gone back and forth across the rink three times by herself. When she is done, she glides over to me and gives me a big hug. ""I knew you could do it,"" I say. She grins. ""I couldn't have done it without my excellent teacher.""",2
571ca4c0-4b3c-11ee-a600-154f148e6c23,Women Who Ruled: Sheryl Sandberg,"When she was growing up, Sheryl Sandberg's family valued hard work, education, and helping other people. This last value, helping others, grew from an idea central to their Jewish faith: ""repairing the world."" Sandberg has described how her grandmother sold watches out of the trunk of her car to raise money for the clinic that treated her breast cancer. And her parents carried on a long campaign to free persecuted Jews in the Soviet Union. It is not surprising that helping others is pixelated throughout Sandberg's career. After earning a degree in economics from Harvard University in the year nineteen ninety one, she took a job at World Bank. She wanted to help the bank achieve its mission of decreasing global poverty. Sandberg's job was researching data, but she did have a chance to see what the numbers meant in the real world. She traveled to clinics in remote parts of India, where World Bank funds helped people suffering from the disease of leprosy. She went back to Harvard to get an advanced degree in business. Then, in the year nineteen ninety six, she was hired as chief of staff for the United States Secretary of the Treasury. But political jobs like that one often change hands when a new president is elected. When a Republican president was elected Sheryl decided to take a risk and join the private sector. She accepted a job at what was then a budding tech company called Google. At a press conference in Paris in the year twenty seventeen, Sheryl Sandberg announced that Facebook would help support startup tech companies. It was her next job, however, that made her a household name. Facebook's founder, Mark Zuckerberg, met her at a Christmas party in two thousand eight. Recognizing her intelligence and drive, Zuckerberg named her chief operating officer of Facebook. Today she runs the business side of the social media company. That allows developers to focus on what Facebook can do for the two billion people who use it every month. Carrying on her family's tradition, Sandberg has used what she learned leading Google and Facebook to help other people, especially women. Her book ""Lean In"" sparked a nationwide movement to help millions of women overcome barriers. The barriers stop them from achieving the success they would like to have in business.",6
2160afb0-35a3-11ee-ae82-ddcca5b0bfb7,Sacagawea (Chapter One),"Sacagawea was an American Indian. She was a teenager when she met Meriwether Lewis and William Clark. She helped them explore the western United States. The trip was long and hard. She helped them speak and trade with American Indians. People do not know everything about the life of Sacagawea, but she was an important person in history. She was strong and smart. She helped make the country we know today. Sacagawea was born near the Rocky Mountains in the late seventeen hundreds. The area was not part of the United States yet. Today the area is the Lemhi River Valley in Idaho. Her father was a chief of the Shoshone tribe. The Shoshone people moved often. They hunted bison and other animals. They gathered berries and plants. They lived in tepees. The tepees made it easy to move quickly. When Sacagawea was eleven or twelve, another tribe attacked. They were called the Hidatsa. They enslaved Sacagawea. They took her east. Today the area is in North Dakota. The Hidatsa lived with the Mandan tribe. They gave her the name Sacagawea. It means bird woman. These tribes did not move often like the Shoshone. They grew beans, corn, and other crops. They put Sacagawea to work. Then she was sold to a French Canadian fur trader. He made her marry him. His name was Toussaint Charbonneau.",3
